name,count
Логист оформитель,1
Ассистент стоматолога в стоматологию Dan-Ai,1
Санитар,1
Администратор ресепшн в Академию раннего плавания,1
Водитель персональный,1
Администратор в баню,1
Старший лаборант,1
Suply Chain Associate (Logistics),1
Помощник воспитателя (няня),1
Бухгалтер в ресторан,1
UX/UI Designer (Дизайнер),1
Кладовщик на пол дня,1
Техничка/Уборщик в кофейню,1
Продавец-консультант в магазин Kimex (пр. Женис),1
Главный специалист cлужбы стратегического развития и международных отношений,1
Техничка (Техник) / Уборщик,1
Директор подразделения (региона),1
HR Director,1
Инженер по технике безопасности и охране труда,1
Менеджер по работе с клиентами за рубежом,1
Администратор в косметологию,1
Начальник строительства проекта,1
Менеджер-администратор,1
SMM-специалист,1
Кастинг - директор в детскую киностудию (проводить кастинг детей),1
Тайный проверяющий табачных точек,1
Учитель биологии,1
Менеджер по обучению и поддержке,1
Продавец-консультант в отдел подарков и канцелярии,1
Фотограф/Ретушер,1
Финансист-экономист,1
Оператор Call-центра,1
Фасовщица - уборщица / Фасовщик - уборщик,1
Финансовый менеджер,1
Комплектовщик на склад,1
Офис-менеджер / администратор,1
Няня в семью,1
Менеджер по работе со штрафами,1
Заместитель директора по строительству,1
Помощник бухгалтера на складе,1
Администратор CoffeeBoom,1
Менеджер в бюро переводов,1
Механик по транспорту (Спецтехника),1
"Продавец-консультант в магазин одежды KIMEX ( ТЦ Азия Парк, ТЦ Сары Арка)",1
Преподаватель английского в онлайн школу Альянс,1
Менеджер/дизайнер в полиграфию,1
Помощник главного бухгалтера на завод по производству бетона,1
Бизнес-аналитик (управление данными),1
Буровой мастер,1
Куратор-ментор по математике (казахские группы),1
Intern Developer,1
Администратор в детский коррекционный центр,1
Администратор в клинику эстетической косметологии,1
Бармен в сеть ресторанов Pinta,1
Методист,1
HR менеджер / рекрутер,1
Чертежник,1
Кассир в ресторан,1
Менеджер по продаже рекламы у блогера,1
Экскурсовод,1
Начальник Отдела кадрового и документационного обеспечения,1
Руководитель группы сопровождения информационных систем,1
Мастер маникюра,1
SMM-менеджер/мобилограф,1
Видеограф/монтажер,1
Менеджер по оптовым продажам,1
Receptionist,1
Бухгалтер в консалтинговую фирму / Ведущий бухгалтер,1
Администратор - продажник,1
Финансовый аналитик / экономист,1
"Learning and Development Specialist, Astana",1
Торговый представитель (алкогольная продукция),1
Мастер по ремонту,1
Сервисный консультант,1
Санитарный врач,1
Администратор в сеть фитнес клубов WORKOUT,1
Менеджер IT-проектов,1
Барбек-ранер,1
Документалист в испытательную лабораторию,1
"Сварщик - сборщик БМЗ, КТП, ЯКНО",1
Оператор-кассир АЗС,1
Менеджер Службы инвестиционного планирования,1
Официант в ресторан Del papa Астана,1
"Менеджер по работе с маркетплейсами (Kaspi, WB, Ozon)",1
Экспедитор А категории,1
Техничка/уборщик,1
Банкетный менеджер,1
Диспетчер-логист,1
Продавец-консультант/продавец-кассир в MANGO Mega Silkway,1
Помощник фармацевта в аптеку,1
HR intern,1
Финансовый аналитик (начинающий специалист),1
Продавец- консультант (Астана (ТРЦ Abu-Dhabi Plaza) ),1
Повар в кофейню,1
Главный специалист Службы внутреннего аудита,1
Администратор донерной,1
ИТ специалист,1
СММ маман қажет,1
Оператор видеонаблюдения,1
Руководитель по приему и отпуску товара,1
Директор магазина,1
Спасатель в бассейне,1
Эстетист по телу,1
Официант в ресторан,1
Водитель с личным автомобилем на развозку,1
Оператор,1
Маркетолог/контент менеджер,1
Инженер-металлург,1
Специалист по продвижению продуктов (проект),1
Инженер-сметчик,1
Бариста в Zebra coffee,1
Продавец-кассир в магазин SuperStep ТРЦ Ханшатыр,1
Учитель информатики,1
Менеджер по маркетингу,1
Воспитатель / Тьютор,1
Координатор оптовых продаж,1
Менеджер-кассир по работе с клиентами,1
Оператор в HR отдел,1
Продавец-консультант ECCO (ТРЦ Хан Шатыр),1
Педагог-психолог в школу,1
Торговый представитель категории А (супермаркеты),1
Учитель Китайского и Английского языков,1
Мерчендайзер на супермаркеты,1
Лаборант в дорожно-строительную лабораторию,1
Шоколатье-кондитер,1
Старший Backend разработчик,1
Санитарка/санитар,1
"Менеджер в школу английского языка ""Study Link""",1
Бариста- кассир в кофейню «ZEBRA COFFEE»,1
IT  специалист,1
Оператор CorelDRAW,1
HR-специалист в сфере спецтехники,1
Продавец-консультант в Bogachi/Bogachi Steps,1
Грузчик посылок,1
Бариста-кассир в Zebra coffee,1
Planner and continued airworthiness manager,1
QA middle инженер,1
Кассир в кафе Мамыр,1
Cпециалист по подбору персонала,1
Старший менеджер офиса PR и Маркетинга,1
Специалист по контейнерным и Ж/Д перевозкам,1
Официант / Waiter (for Salter’s restaurant),1
Бизнес-аналитик (Information Techology),1
Персональный тренер тренажерного зала,1
Business Analyst [Senior],1
Инженер АСУ ТП,1
Менеджер аренды в бизнес-центр,1
"Продавец-консультант (ТРЦ ТЦ Евразия, пр.Республики 21, ТРЦ Mega Silkway)",1
Консультант 1С (1С Предприятие),1
Администратор в стоматологическую клинику Bas Dent,1
Кассир-бариста в уютную кондитерскую,1
Специалист по государственным закупкам,1
Менеджер по сертификации и регистрации медицинских изделий,1
Менеджер по логистике (в ж/д),1
Официант-администратор,1
Продуктовый аналитик (middle/ junior +),1
"Продавец-консультант в магазин COTTON ​(Кудайбердыулы, 17 - район 7 поликлиники)",1
Прораб,1
Супервайзер торговых представителей,1
Тренер в тренажерный зал,1
Посудомойщик / Посудомойщица / Steward,1
Массажист в фитнес клуб,1
Учитель казахского языка и литературы в школу,1
Ассистент бухгалтера,1
Администратор в кондитерский магазин,1
"Продавец консультант магазин женской мусульманской одежды ""Astana Muslimshop""",1
Полиграфический дизайнер,1
Официант в ресторанную группу,1
Frontend-разработчик React/Next.js Developer,1
Оператор в Компьютерный клуб,1
HR-аналитик,1
Специалист по поиску и подбору персонала,1
Главный менеджер Департамента маркетинга и стратегии,1
Специалист по продажам,1
Диспечер для контроля топлива через GPS,1
"Тренер по ОФП (дети, подростки, спортсмены)",1
SMM-менеджер Champion Fitness,1
Специалист внедрения и сопровождения информационных систем,1
Контент-мейкер/креатор,1
Инженер ПТО,1
Мастер-гончар,1
Рекрутер,1
Расклейщик объявлений,1
Агент по недвижимости Dom. KZ (организация BI Group),1
"Коммерческий директор, г. Караганда",1
Техничка / Уборщик в магазин KIMEX (ТЦ Азия парк),1
Главный специалист-бухгалтер,1
Фасовщик/упаковщик,1
Региональный менеджер по работе с традиционной розницей ТМ Nestle,1
Администратор ресторана Узбечка № 1,1
HR специалист/менеджер по набору и подбору персонала,1
Проектный менеджер (удаленно),1
Тайный гость (проверка ресторанов),1
Менеджер по продажам в MANGILIK ARENA,1
Client Relationship (стажер),1
"Старший продавец-кассир в магазин Сalvin Klein (ТРЦ ""Хан Шатыр"")",1
Помощник Инженера ПТО,1
Менеджер-консультант,1
Консультант в оптику,1
Управляющий рестораном,1
Инженер аналитик,1
Администратор СПА салона,1
Юрист по интеллектуальной собственности (IP),1
Продавец-консультант техники (Apple),1
Графический дизайнер (Наружная реклама),1
Администратор ресепшна бизнес-центра,1
"Преподаватель рисунка, живописи, композиции (художник-иллюстратор) / учитель рисования",1
Стажер в бухгалтерию,1
Менеджер АХО,1
Педагог / психолог / логопед,1
Социальный работник,1
Оператор ПК/Оператор базы данных,1
"Intern/Assistant, Audit Department (Astana)",1
Laravel-разработчик,1
"Администратор магазина Lacoste, ТРЦ Mega Silk Way",1
Системотехник,1
"Продавец-консультант adidas, Астана, PART TIME",1
Помощник директора учебной части,1
Разнорабочий на стройку,1
Project Manager (Junior),1
"Продавец-кассир в сеть магазинов ""Солод""",1
Hr-менеджер (рекрутер) в онлайн-школу,1
Операционный менеджер,1
Администратор в небольшую гостиницу,1
Продавец-кассир в магазин Интертоп (ТРЦ KeruenCity),1
Переводчик-менеджер с Китаем со знанием китайского/русского языка,1
Бухгалтер оператор,1
Python Backend Middle/Middle+ разработчик,1
Продавец в магазин одежды,1
Диспетчер по перевозке контейнеров,1
Повар на гриль,1
Официант в ресторан KuZina,1
Ресепшионист/администратор в гостиницу,1
СММ-менеджер,1
Продавец-консультант (свадебный салон),1
Ассистент департамента аудита,1
Помощник механика,1
Бухгалтер ВЭД,1
Исполнительный - Операционный директор с юридическим образованием,1
Менеджер по бронированию гостиницы,1
Технический специалист,1
Кассир в ресторан kuzina,1
Специалист по сведению мастеринг песен,1
Администратор в химчистку обуви,1
Главный сетевой инженер,1
Повар - универсал,1
Уборщица/Уборщик/Клинер,1
Оператор станции техосмотра,1
Риск-менеджер (кредитные риски),1
Кассир-бариста,1
Управляющий летней террасой и караоке,1
Java Developer,1
Менеджер по работе с маркетплейсами,1
Помощник официанта (раннер),1
EAL Teacher,1
Корпоративный психолог,1
Рекрутер в сеть кондитерских HappyCake,1
Водитель с автомобилем,1
Бизнес/Системный аналитик (Full Stack Analityc),1
Директор благотворительной организации,1
Руководитель группы торговых представителей (г. Астана),1
Менеджер железнодорожных перевозок,1
Field Services & Technical Advising Specialist,1
Архитектор,1
Продавец-консультант (Keruen City),1
"Администратор ресторана гостинично-ресторанного комплекса ""Жумбактас""",1
Разовый аудит социальных сетей и рекламы,1
Инженер слаботочных систем/Инженер связи,1
Администратор Школы балета для детей,1
Ассистент Директора магазина корейской косметики,1
"Преподаватель английского языка в ""Study Link""",1
"Дизайнер/начинающий специалист-стажер в полиграфию, рекламу",1
Ресепшионист бизнес-центра,1
Эксперт,1
Продавец-консультант в магазин детской одежды,1
Финансовый Аналитик,1
Ассистент руководителя/Бизнес-ассистент,1
Специалист по закупкам IT,1
"Кондитер в ресторан ""Cafeteria""",1
Бухгалтер-Оператор,1
Менеджер по продажам горнодобывающего оборудования,1
Продавец-консультант Zara/Massimo Dutti/Oysho/Zara Home/Bershka/Pull&Bear/Stradivarius,1
Уборщик офисных помещений,1
Экономист-стажер,1
"Охранник ночь (пт,сб,вс)",1
Младший Таргетолог,1
Швея/портной,1
Кофе-леди (кофе-мен),1
Менеджер спортивного клуба,1
Продавец-консультант в магазин мужской одежды и обуви,1
Официант-бармен,1
"Комплектовщик (ул. К.Сатпаева,14)",1
Ведущий бухгалтер по заработной плате,1
Врач-терапевт,1
Dispatcher (English),1
"Шеф повар ресторана Bella Ciao, Астана",1
Главный эксперт (В2В),1
Менеджер по проектам,1
Продавец-консультант магазин нижнего белья,1
Менеджер по маркетплейсам в магазин Спортивной одежды и Аксессуаров,1
Стажёр CRM-Специалист,1
Менеджер в турецкую компанию Aqua Deluxe,1
Начинающий специалист по логистике,1
Диспетчер по продвижению ПС (Движенец),1
Консультант Визового Центра,1
Врач службы поддержки пациентов,1
"Продавец-кассир/продавец-консультант магазин ""Napapijry"", ""Marc O Polo"" в ТРЦ ""Хан Шатыр""",1
3Д визуализатор,1
"Продавец-кассир (ТЦ Абу-Даби, House)",1
Дорожный рабочий (Разнорабочий),1
Бизнес-ассистент,1
Администратор в танцевальную студию,1
Account manager,1
Тренер-наставник-психолог-педагог,1
Менеджер по продажам фитнес клуб,1
Администратор управляющий,1
Бармен-бариста в ресторан Cafeteria Mega Silk Way,1
PR-менеджер,1
Региональный менеджер по продажам,1
Продавец-консультант в магазин витаминов,1
Продавец-кассир в ТЦ Коктал,1
Backend Developer (Java or C#),1
Лаборант на производство,1
Помощница/помощник в офис/делопроизводитель,1
"Climate Change Advisor (Climate change, water, disaster risk reduction)",1
СММ мобилограф,1
"Кладовщик adidas, Астана, PART TIME",1
Дизайнер-конструктор корпусной мебели,1
Backend-программист PHP,1
Помощник архитектора,1
Продавец-консультант в Зоомагазин,1
Business Development Manager (WPK Chinese),1
Менеджер по продажам в премиальную сеть салонов.,1
Дизайнер-верстальщик в полиграфию,1
Главный бухгалтер в сеть банкетных залов,1
Механик в авиации,1
Кассир-администратор,1
Бариста в кофейню OneShott,1
Специалист по работе с клиентами в чате,1
Оператор станков с ЧПУ,1
Администратор в медицинский офис,1
Продавец-администратор,1
Стоматолог,1
Сетевой администратор,1
Визовый Специалист,1
Менеджер розничных продаж,1
Помощница/помощник Руководителя,1
Помощник кондитера (витринный кондитер) в кафе Коктем,1
Старший геолог,1
SMM-специалист (офлайн),1
Менеджер по продажам строительных материалов,1
Frontend-разработчик (Vue.js),1
Бизнес-аналитик (IT),1
"Торговый представитель (Чистота, красота)",1
Продуктовый магазин,1
Тайный покупатель (проверка такси),1
Учитель математики и физики,1
Мобилограф / тик токер,1
Менеджер смены ресторана Cloudbarterrace при отеле Aisha Bibi,1
Менеджер клиентского отдела,1
Intern / Tax Compliance / Astana/Almaty,1
Куратор в образовательный центр,1
Художник-дизайнер,1
Комплектовщик с ТСД (Астана),1
Бариста Costa Coffee (Asia Park),1
Менеджер по развитию бизнеса,1
Помощник баристы / бариста,1
Бармен-Официант,1
Водитель-завсклад,1
Барбек/Помощник бармена,1
Персональный водитель,1
Работник в производство пластиковых карт - печатник-постпечатник,1
Педагог английского языка / творчества в детский центр,1
Главный менеджер ДИТ,1
Специалист по логистике,1
Ассистент HR-менеджера,1
Специалист по документации,1
Акушерка/акушер,1
Главный инженер управления,1
Начальник отдела доставки,1
Продавец-консультант в мужской магазин Billion.co (Mega Silkway),1
Специалист по физическим лицам,1
Горничная,1
Слесарь-электрик по ремонту электрооборудования,1
Key account manager SME,1
"Middle ASP NET CORE, C# разработчик",1
GIS specialist/Photogrammetrist,1
Flutter-разработчик,1
Бренд-дизайнер,1
Супервайзер отдела приема и размещения гостей,1
Администратор в детский центр,1
Помощник/ассистент директора колледжа,1
Менеджер по продажам в футбольную школу,1
Администратор в Визовый отдел (Астана),1
"Делопроизводитель (ОКД, в HR-департамент)",1
Chief Data Officer,1
"Автор-ведущий (в русскую редакцию) Редакции информационных программ СИАП телеканала ""Хабар""",1
Кассир выходного дня в мини-маркет,1
Сварщик на полуавтомат,1
Тренер по адаптивной физкультуре,1
Менеджер по транспортной логистике ЖД Перевозки,1
Администратор в SPA-салон,1
Стажер - Инженер ПТО на строительный проект,1
Мастер по изготовлению ключей,1
Менеджер по залу,1
Менеджер караоке клуба,1
"Оператор 1С (Lay’s, Чудо, сыр Ламбер, детское питание Агуша)",1
"Корреспондент І категории Русской редакции Отдела новостей СИАП телеканала ""Хабар""",1
Автомойщик,1
Менеджер активных продаж,1
Диспетчер по транспорту,1
Администратор-управляющий в антикафе LOFT park,1
ИТ-специалист (1 специалист) для оказания услуг в рамках проекта «RPA»,1
Web-разработчик,1
Специалист по поиску данных,1
Стажер/Специалист по аудиту (Audit Staff),1
Hr менеджер,1
Кондитер оформитель (Happycake),1
Заготовщик в кафе,1
Техперсонал (уборщица/уборщик),1
"Продавец-консультант (ТРЦ Азия Парк, ТРК Евразия-3)",1
"Сатушы-кассир/Продавец-кассир Fix Pricе (р-н Сарыарка,пр-т Сарыарка,д.5, н.п.1)",1
Техник по теннисным кортам,1
Менеджер по продажам со знанием английского языка,1
Продавец-консультант в шоурум одежды,1
Менеджер по продажам/Старший менеджер по продажам (Talan Gallery),1
Менеджер по продажам ГСМ,1
Торговый представитель - Мерчендайзер Категории А,1
Менеджер мероприятий/тур менеджер для артистов,1
Коммерческий директор (CCO),1
Внутренний аудитор Службы внутреннего аудита,1
Продавец-консультант в спортивный магазин,1
Инженер-проектировщик,1
Специалист по работе с клиентами,1
Графический дизайнер-иллюстратор,1
Инженер отдела эксплуатации,1
Менеджер по продажам в туризме,1
Директор спортивного магазина,1
Менеджер по работе с блогерами,1
"Продавец-консультант Calvin Klein Jeans / Under Armour / Tommy Hilfiger (ТРЦ ""Хан Шатыр"")",1
Sales manager,1
Бармен / Bartender (Pool Bar),1
Уборщик / уборщица помещений (Астана/Достык),1
Директор магазина Jack&Jones (ТРЦ Mega Silk Way),1
Руководитель департамента налогового аудита (Астана),1
Тренер по футболу,1
Техник-универсал в фитнес клуб INVICTUS FITNESS,1
Frontend Kotlin разработчик middle,1
Продавец-консультант спортивного питания,1
Продавец-консультант в магазин косметики в ТД Рахмет на Момышулы,1
Бухгалтер (Сыроварня),1
DevOps-инженер,1
Дизайн монтажер социальных сетей,1
Менеджер по продажам (Riviera International School),1
Специалист по контролю качеству,1
Администратор языковой школы,1
Старший корпоративный юрист,1
Менеджер визового отдела,1
Продавец-консультант в сеть алкомаркетов,1
Техник-универсал электрик,1
SMM специалист,1
